,decision_id,decision_description,contract_id,contract_description
2936,D.966/2011.,bp.főv.i. ker. budavári önkormányzat parkolásellenőrzési- és közterületfelügyeleti rendszerének és kapcsolódó berendezéseinek teljeskörű működtetéséhez szükséges beszerzések összesen négy önállóan megajánlható részben,13615,"budapest főváros ix. kerület ferencváros önkormányzata részére új 40 férőhelyes bölcsőde építése, a kapcsolódó közművek kiépítése és parkosítási feladatok ellátása vállalkozási szerződés keretében"
2937,D.966/2014.,"egészségügyi szakmai anyagok, kisértékű gépek, berendezések, műszaki, karbantartási anyagok beszerzése (endo-plus-service kft.) 2013. évben - kbt. mellőzése",587356,"felújítási, karbantartási, építési munkák elvégzése a pte áok telephelyén."
2938,D.967/2010.,fénymásoló rendszerek és kapcsolódó szolgáltatások teljesítése,31705,"gépesített levélfeldolgozó és logisztikai központ létesítése és kulcsrakész átadása, valamint kapcsolódó szolgáltatások biztosítása"
2939,D.967/2014.,"bérleti díjak, egyéb üzemeltetési, fenntartási szolg. beszerzése (dunántúli mosodák kft.) 2013. évben - kbt. mellőzés",583116,intraoperatív monitor beszerzése - adás-vételi szerződés
2940,D.968/2011.,"mezőhegyes város területén folyékony hulladék összegyűjtésére, elszállítására és ártalmatlanítására, valamint szilárd hulladék összegyűjtésére és elszállítására vonatkozó közszolgáltató kiválasztása 2. rész",13005,gyál városközpont rehabilitációja kmop-5.2.1/b-2f-2009-0005 sz. pályázat részét képező kistérségi szolgáltató központ építése megvalósításához szükséges belsőépítészeti tervezői feladatok ellátása ii. tájékoztató az eljárás eredményéről
2941,D.968/2014.,"karbantartás, javítási szolgáltatás, kommunikációs szolgáltatások, műszaki, karbantartási anyagok, szakanyag vegyszerek beszerzése (diagon kft.) 2013. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2942,D.969/2010.,győr megyei jogú város közösségi autóbusz-közlekedésének átalakítása - jegykiadó automaták tárgyában,32290,közlekedésfejlesztés megvalósítása eger városában a deák ferenc utcában.
2943,D.969/2011.,az egyenlő esélyű hozzáférés a közszolgáltatásokhoz (akadálymentesítés) kmop-4.5.3-11. számú pályázat alapján a koktél áruház akadálymentesítési feladatai a műszaki dokumentáció szerint,15471,az egyenlő esélyű hozzáférés a közszolgáltatásokhoz (akadálymentesítés) kmop-4.5.3-11. számú pályázat alapján a koktél áruház akadálymentesítési feladatai a műszaki dokumentáció szerint.
2944,D.969/2014.,"egészségügyi szakmai anyagok , egyéb szakmai anyagok, karbantartási, javítási szolgáltatás, kisértékű gépek, berendezések, műszaki, karbantartási anyagok, nagyértékű gépek, berendezések és felszerelések beszerzése (diagnosticum zrt.) 2013. évben - kbt. mellőzése",588258,"az ágazati felkészítés a hazai eli projekttel összefüggő képzési és k+f feladatokra című projekt megvalósítása során tananyagok harmonizálása, alkalmazása, valamint az ágazati együttműködés fejlesztése tárgyú szolgáltatás beszerzése a projektet megvalósító konzorcium részére a pécsi tudományegyetemen."
2945,D.97/2010.,gépjármű-üzemanyag és üzemanyagkártya töltőállomási kiszolgálással,42550,gépjármű-üzemanyag és üzemanyagkártya töltőállomási kiszolgálással
2946,D.97/2011.,"egészségügyi textília tisztítása, javítása, szállítása",8127,tájékoztató az eljárás eredményéről - neonatológiai ügyelet ellátása
2947,D.97/2013.,m43 autópálya makó-országhatár közötti szakasz és csatlakozó építmények kivitelezési munkái,578725,4444. j. út dombegyház átkelési szakasz és a dombegyház-országhatár közötti összekötő út építése.
2948,D.97/2014.,hartyán általános iskola tornacsarnokának korszerűsítése tárgyú vállalkozási szerződés,11296,szállítási szerződés
2950,D.970/2011.,ipolydamásd községi művelődési ház komplex akadálymentesítése,12567,ipolydamásd község művelődési ház komplex akadálymentesítése - építési beruházás beszerzés
2951,D.970/2014.,számítógép szoftver adatbázisokhoz kapcslódó informatikai szolgáltatás beszerzése (dexter informatikai kft.) 2013. évben - kbt. mellőzése,555763,szolgáltatási szerződés
2952,D.971/2014.,"dekoráció kiáll.tárgy, egyéb reprezentációs szolgáltatás, egyéb szakmai anyagok, egyéb szolgáltatások, egyéb üzemeltetési, fenntart.szolgáltatás, irodaszer, sokszorosítási anyagok, műszaki, karbantartási anyagok, műszaki, karbantartási anyagok, szakkönyv, folyóirat beszerzése (polko-print kft.) 2013. évben - kbt. mellőzése",588258,"az ágazati felkészítés a hazai eli projekttel összefüggő képzési és k+f feladatokra című projekt megvalósítása során tananyagok harmonizálása, alkalmazása, valamint az ágazati együttműködés fejlesztése tárgyú szolgáltatás beszerzése a projektet megvalósító konzorcium részére a pécsi tudományegyetemen."
2953,D.972/2010.,hidrogén-peroxiddal működő sterilizűló berendezés beszerzése és a garanciális időszakon túli átalánydíjas karbantartási és hibajavítási szolgáltatás,27991,kutatási gép-műszerek beszerzése és üzembe helyezése az országos onkológiai intézet részére
2954,D.972/2014.,"egészségügyi szakmai anyagok, szakanyag vegyszerek beszerzése (biotest hungaria kft.) 2013. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2955,D.973/2010.,építési szerződés a szolnoki verseghy ferenc gimnázium felújításának első üteme tárgyában kiegészítő munkák végzésére,24511,"szolnok, verseghy f. gimnázium felújítása"
2956,D.973/2014.,"egyéb szakmai anyagok, kísérleti állat, takarmány beszerzése (bioplan kft.) 2013. évben - kbt. mellőzése",583116,intraoperatív monitor beszerzése - adás-vételi szerződés
2957,D.974/2010.,építési munkák megrendelése az integrált ügyfélszolgálati rendszer kialakítása érdekében ,26146,"eljárás ered. táj. ké-s közoktatási információs rendszerben (kir) a hátrányos, halmozottan hátrányos helyzetű gyermekek és tanulók központi nyilvántartása"
2958,D.974/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, szakanyag vegyszerek beszerzése (biomedica hungária kft. (labordiag.)) 2013. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2959,D.975/2010.,bölcsőde rekonstrukciója és bővítése,21955,"""a dorogi dr. magyar károly városi bölcsőde bővítése az intézménybenfolyó szakmai munka minőségének fejlesztése érdekében - kivitelezés"""
2960,D.975/2011.,"városközpont rehabilitáció az önkormányzat épületéhez tervezett új tanácstermi szárny engedélyezési terveinek teljes körű újraengedélyeztetése, melegkonyha kialakítása, homlokzat áttervezése",762,salgótarján megyei jogú város önkormányzata által tervezett mélyépítési beruházások - negyedéves teljesítés
2961,D.975/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, egyéb szolgáltatások, karbantartási, javítási szolgáltatások, nagyértékű gépek, berendezések és felszerelések, nagyértékű tárgyi eszközök, szakanyag vegyszerek beszerzése (biomarker kft.) 2013. évben - kbt. mellőzése",588261,in vitro fertilisatio eljáráshoz szükséges laboratóriumi vegyszerek beszerzése a támop-4.2.2.a-11/1/konv-2012-0053 pályázat keretében ii.
2962,D.976/2010.,bogdán jános cigány kisebbségi közösségi ház átalakítása és bővítése,30212,bolyai jános általános iskola átalakítása i. ütem
2963,D.976/2011.,kecskeméti gyógyintézeti központ - hatékony egészségügyi rendszer bács-kiskun megyei modellje c. tiop-2.2.7/1f/2-2009-0004 azonosító jelű projekt keretén belül gép-műszer beszerzés,14535,"pándy kálmán megyei kórház sürgősségi osztály kivitelezése a „sürgősségi osztály korszerűsítése a békés megyei pándy kálmán kórházban című, tiop-2.2.2-08/2-2009-0014 jelű projekt” keretében"
2964,D.976/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, egyéb szolgáltatások, karbantartás, javítási szolgáltatás, kisértékű gépek, berendezések, nagyértékű gépek, berendezések és felszerelések, nagyértékű tárgyi eszközök, szakanyag vegyszerek beszerzése (biocenter kft.) 2013. évben - kbt. mellőzése",588258,"az ágazati felkészítés a hazai eli projekttel összefüggő képzési és k+f feladatokra című projekt megvalósítása során tananyagok harmonizálása, alkalmazása, valamint az ágazati együttműködés fejlesztése tárgyú szolgáltatás beszerzése a projektet megvalósító konzorcium részére a pécsi tudományegyetemen."
2965,D.977/2011.,székesfehérvár fő utca ivóvízvezeték és szennyvízcsatorna kitakarás nélküli és nyíltárkos rekonstrukciója,12613,"győr-ménfőcsanak, győri út nyomvonali és csomóponti rekonstrukciója"
2966,D.977/2014.,építési beruházások (atlant épülettervező kft.) 2013. évben - kbt. mellőzése,574332,áok bútor beszerzés - adásvételi szerződés
2967,D.978/2011.,"belvízrendezés az élhetőbb településekért, komplex belvízrendezési program megvalósítása a belterületen és a csatlakozó társulati csatornán i. ütem azonosító szám: daop 5.2.1/d-2008-0002 elnevezésű projekt kivitelezése 3. sz. rész",12645,"megbízási szerződés a „gádoros nagyközség szennyvízcsatornázási és szennyvíztisztítási beruházása, azonosító szám: keop-1.2.0/2f/09-2010-0056” projekthez kapcsolódó projektmenedzsment feladatok (generál lebonyolító) ellátására"
2968,D.978/2014.,"dekoráció, kiál.tárgy., egyéb szolgáltatások, reklám és propagandakiadások, szakkönyv, folyóirat beszerzése (as-m kft.) 2013. évben - kbt. mellőzése",588258,"az ágazati felkészítés a hazai eli projekttel összefüggő képzési és k+f feladatokra című projekt megvalósítása során tananyagok harmonizálása, alkalmazása, valamint az ágazati együttműködés fejlesztése tárgyú szolgáltatás beszerzése a projektet megvalósító konzorcium részére a pécsi tudományegyetemen."
2969,D.979/2010.,neptun tanulmányi rendszerhez kapcsolódó szoftverfejlesztések,18682,"karrier iroda hosszú távú fenntarthatósága, szervezet- és szolgáltatásfejlesztési koncepció kidolgozása vállalkozási szerződés keretében."
2970,D.979/2011.,"budapest főváros ix. kerület ferencváros önkormányzata részére új 40 férőhelyes bölcsőde építése, a kapcsolódó közművek kiépítése és parkosítási feladatok ellátása",13615,"budapest főváros ix. kerület ferencváros önkormányzata részére új 40 férőhelyes bölcsőde építése, a kapcsolódó közművek kiépítése és parkosítási feladatok ellátása vállalkozási szerződés keretében"
2971,D.98/2011.,az mh afganisztáni békeműveleti szerepvállalásához szükséges sokszorosítási eszközök beszerzése,8120,mh afganisztáni békeműveleti szerepvállaláshoz szükséges sokszorosító eszközök beszerzése
2972,D.98/2012.,"petz aladár megyei oktató kórház bővítéséhez és rekonstrukciójához kapcsolódó orvostechnikai eszközök, mobíliák, egészségügyi informatikai és kommunikációs rendszer fejlesztése, szállítása, szerelése és üzembe helyezése",13644,informatikai eszközök szállítás
2973,D.98/2013.,"műszaki-szakmai tanácsadói feladatok ellátása a keop pályázatok értékelésére, valamint azokkal kapcsolatos helyszíni szemlék és helyszíni ellenőrzések lefolytatására irányuló  feladatok ellátása 2 részben",462964,"tájékoztató az eljárás eredményéről ""nfü részére fordítási, tolmácsolási és szakfordítási feladatok ellátása vállalkozási keretszerződés keretében"""
2974,D.981/2010.,az állomás utcában található királyi váró rekonstrukciójának kivitelezése,20281,"gödöllő, állomás utcában található királyi váró teljes épület rekonstrukciójának kivitelezése."
2975,D.981/2014.,"tervezési szerződés az m0 autóút északi szektor 11. sz. főút - 10. sz. főút közötti szakasz és csomóponti elemei engedélyezési és ahhoz kapcsolódó egyéb szakági tervek készítése, építési engedély megszerzése, ajánlati terv készítése",581660,"megbízási szerződés 41. sz. főút 6+150 - 7+084 km szelvények közötti szakaszának burkolat-megerősítéséhez, csomópont átépítéséhez kapcsolódó mérnöki feladatok elvégzése tárgyában"
2976,D.982/2010.,"budaörs város önkormányzata ""közoktatási intézmények beruházásainak támogatása tárgyú - csicsergő óvoda hársfa utcai tagóvodájának kapacitásbővítő fejlesztése c. pályázat projektmenedzsment adminisztráicós feladatainak ellátása",25436,"„barcs város önkormányzata számára különböző tantermi és kollégiumi berendezések beszerzése az „integrált kis-és mikrotérségi oktatási hálózatok, és központjainak fejlesztése” tárgyú projekt keretében- tájékoztató az eljárás eredményéről"
2977,D.982/2011.,"egyösszegű átalányáras vállalkozási szerződés, fidic piros könyv alapján a keop-2.3.0/2f/09-2010-0013 azon. számú települési szeméttelep rekultivációs program a körös-szögben projekttel kapcsolatos építési beruházás kivitelezésére 1. rész",11342,"keop-2.3.0/2f/09-2010-00013 azonosító számú  a ""települési szeméttelep rekultivációs program a körös-szögben"" projekttel kapcsolatos projekt megvalósító szervezet (piu) feladatainak ellátása"
